observation_id,year,month,latitude,longitude,water_table_depth_ft,long_term_average_depth_ft,rock_type_code
781231,2022,2,35.04141667,-103.3479167,55.76,8.66625566873674,4
781278,2022,5,35.04902778,-106.6533056,22.87,3.17197127304974,4
781943,2022,7,35.07055556,-104.8141667,371.19,241.866274823351,2
782776,2022,3,35.14069444,-103.0569167,34.08,80.8850612518169,3
784510,2022,12,35.25525,-108.5910833,16.76,4.63134035428963,3
785299,2022,11,35.4969722,-105.2453889,40.18,71.4820514974508,4
787333,2022,4,32.01149444,-103.2919722,178.67,0.256117570586161,2
788812,2022,10,32.022416,-105.114177,90.7,22.7993476768677,4
789065,2022,11,32.8542,-105.795,263.05,161.532742703283,1
790634,2022,4,31.99831944,-106.6516694,19.1803333333333,6.65574015354974,4
791886,2022,3,33.4946222222222,-105.530733333333,18.3929032258065,6.40137029166545,4
809751,2022,4,38.37173889,-118.5534389,238,100.556702904346,4
810648,2022,3,38.7021111,-119.31825,104.19,15.1672451119669,4
811542,2022,6,38.82130556,-119.77525,16.61,3.09922896659784,4
811785,2022,11,38.8674722,-118.7555833,4.24,4.38194849712878,4
817406,2022,3,39.21402778,-114.8275833,38.38,8.99369949546433,4
819018,2022,3,39.29298017,-117.5782434,9.1,16.2010884593807,4
827851,2022,4,39.5527147,-114.7980753,12.38,0.744373477621083,4
828612,2022,1,39.57306944,-116.0727056,47.225,136.643144609989,4
829431,2022,5,39.6343083,-116.2827222,4.68,0.323778717950548,4
830370,2022,3,40.01935147,-119.3693449,3.9,11.6664492103608,5
830531,2022,4,40.14684969,-119.8157534,209.32,91.8271974772911,4
830867,2022,4,40.62166667,-115.2367222,6.38,3.4620204205959,4
830891,2022,4,40.65927778,-116.8664722,9.97,0.506308409629422,4
830904,2022,3,40.69046195,-117.729016,79.6,0.0516582449847339,4
831690,2022,10,41.05452778,-119.025361,3.79,81.8738725860426,4
831789,2022,2,41.4104532,-117.5051267,14.22,0.026441974302471,4
837750,2022,1,40.2553388888889,-119.785855555556,252.937096774194,91.8350947016293,4
861114,2022,1,42.13755556,-76.2652222,41.8,27.9246509656062,3
861302,2022,4,42.19924216,-75.89797408,66.2,35.2126157099379,3
861566,2022,2,42.3175,-74.2561111,19,55.9590933741703,3
862315,2022,3,42.48888889,-76.4647222,3.58,0.12807529732458,1
864319,2022,3,42.9079722,-78.4900556,1.26,1.41294257749225,1
864661,2022,4,42.95280278,-78.6031667,11.03,19.4535684380649,1
866260,2022,4,44.00369444,-74.4114444,4.99,32.439260081541,6
866306,2022,1,44.30952778,-73.9156944,8.82,12.8980164961736,6
876648,2022,1,44.02052778,-75.7603333,17.5629032258065,10.6962326480217,1
877594,2022,1,38.95061944,-83.0259722,34.51,6.03549789547623,3
878134,2022,2,39.84391667,-82.9828056,36.06,20.2421566627584,3
878669,2022,1,40.1467316,-82.4196,20.91,18.4349891987865,3
879536,2022,2,41.42671994,-81.34372048,10.48,48.8354372030929,3
880650,2022,10,41.5297222,-83.9280556,7.81,2.80615050293089,3
882728,2022,1,39.8257555555556,-81.7380388888889,27.9070967741935,76.9967420752127,3
883652,2022,2,40.0943888888889,-82.9010333333333,19.8714285714286,5.64104382053268,3
883909,2022,1,41.3919981981415,-81.2081571462512,12.7045161290323,8.51839469217017,3
884350,2022,3,33.78791944,-96.4670222,3.23,21.9141076263352,4
884441,2022,3,33.92437778,-95.5490833,22,7.50667702697003,4
884473,2022,6,33.9877361,-94.8448806,21.37,13.8743124194037,2
884492,2022,3,34.0251333,-96.0238778,132.24,7.59898365855403,4
884521,2022,3,34.05680278,-95.2960583,50.74,39.9075593829065,1
884624,2022,2,34.35010278,-96.6423667,25.04,22.2286496287528,1
884646,2022,1,34.36527778,-96.6888889,18.24,22.3184273651025,1
890402,2022,2,36.48368309,-96.3186245,4.65,4.15749828965557,3
894011,2022,1,35.81087905,-99.85057286,110.28,110.627697689774,2
894055,2022,9,35.17536756,-98.87450247,31.3,12.6706146072384,2
894868,2022,5,35.51878925,-99.70455496,85,86.3111740082582,2
895413,2022,2,34.49334363,-99.6510207,35.94,20.527551837394,1
897679,2022,2,34.1391671,-95.20967871,41.15,39.4187043005702,2
